id,is_humor,funniness_average
tweet140,0,0.05882761
tweet141,0,0.23796645
tweet142,1,1.9489031
tweet143,0,0.040572364
tweet144,0,0.29958302
tweet145,0,0.4469785
tweet146,1,1.7931726
tweet147,1,2.0903919
tweet148,0,0.04042963
tweet149,0,0.68590486
tweet150,0,0.15271655
tweet151,0,0.2707949
tweet152,0,0.27431113
tweet153,0,-0.20712534
tweet154,0,0.30812642
tweet155,1,2.1340172
tweet156,0,-0.012930837
tweet157,0,-0.07274385
tweet158,0,0.43959418
tweet159,0,0.5080081
tweet160,1,1.6926966
tweet161,0,0.047515076
tweet162,1,2.239512
tweet163,1,1.1111143
tweet164,0,0.007898408
tweet165,0,0.07363899
tweet166,1,1.9304867
tweet167,1,1.8656423
tweet168,0,-0.018239025
tweet169,1,2.8452477
tweet170,1,2.5763946
tweet171,0,0.4443418
tweet172,0,0.18468556
tweet173,0,0.50713265
tweet174,0,0.30215067
tweet175,1,2.6178107
tweet176,0,0.133909
tweet177,1,1.3133638
tweet178,1,1.6388468
tweet179,0,0.039425977
tweet180,1,1.8796648
tweet181,0,0.17612022
tweet182,1,0.9960861
tweet183,1,2.1806054
tweet184,0,0.0063649206
tweet185,1,1.769963
tweet186,0,0.39131486
tweet187,0,0.49412546
tweet188,0,0.17346239
tweet189,1,1.5723556
tweet190,1,2.3234477
tweet191,1,1.4586828
tweet192,0,-0.07841913
tweet193,1,1.9856198
tweet194,0,0.5126114
tweet195,1,1.9348085
tweet196,0,0.012139124
tweet197,1,1.8273998
tweet198,0,0.27991185
tweet199,0,0.2630474
tweet200,0,-0.26434922
tweet201,0,0.44988006
tweet202,1,1.0932204
tweet203,0,0.10349544
tweet204,1,1.7921009
tweet205,0,-0.021595638
tweet206,1,1.4335636
tweet207,0,0.23441084
tweet208,1,2.0261395
tweet209,0,0.37102646
tweet210,0,0.6795917
tweet211,1,1.913872
tweet212,0,0.14217632
tweet213,1,2.049858
tweet214,0,0.083136424
tweet215,0,0.02103135
tweet216,0,0.24271491
tweet217,0,1.008084
tweet218,1,1.2724311
tweet219,0,0.13772783
tweet220,1,1.9829013
tweet221,0,0.5858567
tweet222,0,-0.23753493
tweet223,1,0.46510687
tweet224,0,0.36759192
tweet225,0,0.46875507
tweet226,1,0.87180823
tweet227,1,1.1314967
tweet228,0,0.034567825
tweet229,1,2.233785
tweet230,0,0.2221156
tweet231,1,0.83886635
tweet232,1,2.7461104
tweet233,1,1.5710173
tweet234,0,-0.01468606
tweet235,0,0.0078082383
tweet236,1,2.51399
tweet237,1,1.9741647
tweet238,0,0.075866915
tweet239,0,0.0827862
tweet240,1,1.6355667
tweet241,1,2.0844882
tweet242,1,1.3471415
tweet243,0,0.0521008
tweet244,0,0.6758095
tweet245,1,2.0202951
tweet246,0,0.06875335
tweet247,1,2.2138703
tweet248,1,1.5541832
tweet249,0,0.4640295
tweet250,0,0.6465983
tweet251,0,0.35813493
tweet252,0,0.51349056
tweet253,0,0.12639679
tweet254,1,0.88107604
tweet255,0,0.19134672
tweet256,1,1.613725
tweet257,1,1.5916525
tweet258,0,0.020348664
tweet259,1,2.7944796
tweet260,0,0.036622196
tweet261,0,0.37289682
tweet262,0,0.1726583
tweet263,0,-0.07038327
tweet264,1,1.5635599
tweet265,1,1.4786259
tweet266,1,1.1201012
tweet267,0,0.34688863
tweet268,0,0.488017
tweet269,1,2.0841963
tweet270,0,0.35880885
tweet271,1,1.8506839
tweet272,1,2.1824245
tweet273,1,1.7471815
tweet274,0,0.07171579
tweet275,1,2.2068095
tweet276,1,2.819571
tweet277,0,-0.20137528
tweet278,1,0.7593462
tweet279,0,-0.04652949
tweet280,1,2.1657915
tweet281,0,0.6828145
tweet282,1,1.1004106
tweet283,0,0.2699468
tweet284,1,0.64893615
tweet285,1,2.3617966
tweet286,0,0.18438148
tweet287,1,2.163968
tweet288,1,1.359092
tweet289,0,0.69409966
tweet290,1,1.1051476
tweet291,0,0.19198616
tweet292,0,-0.5831068
tweet293,1,2.0269907
tweet294,1,2.0338814
tweet295,0,-0.3303183
tweet296,1,2.3783638
tweet297,0,0.20222011
tweet298,1,1.825066
tweet299,0,-0.009203345
tweet300,0,0.17941172
tweet301,1,2.189094
tweet302,0,0.01953147
tweet303,0,0.019766778
tweet304,1,1.0178554
tweet305,1,2.2440264
tweet306,0,0.72004795
tweet307,1,2.2386563
tweet308,1,2.1121125
tweet309,0,0.36650753
tweet310,0,0.38263232
tweet311,1,2.2637749
tweet312,0,0.1153507
tweet313,0,1.2147375
tweet314,0,-0.04613618
tweet315,1,0.9377402
tweet316,0,0.12305488
tweet317,0,0.34790987
tweet318,0,-0.10835657
tweet319,0,0.56293553
tweet320,1,1.6282682
tweet321,0,-0.07911614
tweet322,0,0.2049015
tweet323,1,1.7572006
tweet324,1,2.0413985
tweet325,1,1.8706796
tweet326,0,0.58506393
tweet327,0,0.48095065
tweet328,1,2.118129
tweet329,1,1.6119604
tweet330,1,1.987237
tweet331,1,2.0885606
tweet332,1,1.2799219
tweet333,0,-0.07635801
tweet334,0,0.12946367
tweet335,0,0.41803566
tweet336,1,2.9391716
tweet337,0,-0.068926126
tweet338,0,0.31547174
tweet339,0,-0.56581545
tweet340,0,0.6703123
tweet341,0,0.14867839
tweet342,0,-0.12243049
tweet343,0,-0.016873207
tweet344,0,0.109029196
tweet345,1,1.7275927
tweet346,0,-0.1737304
tweet347,0,0.18092723
tweet348,0,0.65789115
tweet349,0,-0.017615046
tweet350,1,1.6220328
tweet351,1,2.135057
tweet352,0,-0.07557319
tweet353,1,0.5576008
tweet354,1,2.00217
tweet355,0,0.1716148
tweet356,1,1.6120002
tweet357,0,0.52104235
tweet358,1,2.0301464
tweet359,0,0.055664856
tweet360,0,0.73104286
tweet361,0,0.38704616
tweet362,0,0.632106
tweet363,0,0.10922029
tweet364,0,-0.13049807
tweet365,1,2.4685807
tweet366,0,-0.015246707
tweet367,0,0.08120897
tweet368,0,0.13683432
tweet369,1,1.6649154
tweet370,1,1.2896531
tweet371,0,0.21184221
tweet372,1,0.6542444
tweet373,0,0.052569777
tweet374,0,0.084466755
tweet375,0,0.5045609
tweet376,1,1.6724545
tweet377,0,-0.19432008
tweet378,1,0.76810396
tweet379,0,0.49030033
tweet380,1,1.4140534
tweet381,0,0.78216946
tweet382,1,1.337558
tweet383,0,0.25476915
tweet384,1,1.8668655
tweet385,0,0.15412125
tweet386,1,1.50059
tweet387,0,0.85835934
tweet388,1,1.8653896
tweet389,0,0.9829068
tweet390,0,-0.22680385
tweet391,1,1.8699055
tweet392,1,1.9055548
tweet393,0,0.08368699
tweet394,1,1.9797046
tweet395,0,0.34261867
tweet396,1,2.5159838
tweet397,0,0.20688625
tweet398,0,0.23416138
tweet399,1,1.3158573
tweet400,0,0.09261881
tweet401,1,1.4812458
tweet402,0,0.4616723
tweet403,0,-0.11064837
tweet404,1,1.6922445
tweet405,0,0.23721528
tweet406,0,0.4212172
tweet407,0,0.42242342
tweet408,0,0.08096043
tweet409,0,-0.13201533
tweet410,1,2.402781
tweet411,0,-0.40421996
tweet412,1,0.99916106
tweet413,1,2.3691945
tweet414,0,-0.1000468
tweet415,0,0.37178564
tweet416,1,2.1498313
tweet417,0,0.08985517
tweet418,1,1.7474235
tweet419,0,0.06928251
tweet420,1,1.6871376
tweet421,0,-0.0633435
tweet422,1,2.2470872
tweet423,0,0.37148547
tweet424,1,1.7666385
tweet425,0,-0.11567724
tweet426,0,-0.014563009
tweet427,0,-0.13640174
tweet428,0,0.71174926
tweet429,0,0.89734936
tweet430,1,1.1292756
tweet431,1,2.6825848
tweet432,1,1.8484476
tweet433,0,0.6198832
tweet434,0,0.19477832
tweet435,1,1.5277277
tweet436,0,0.5206145
tweet437,0,0.61156094
tweet438,0,0.21555233
tweet439,0,0.46949548
tweet440,0,0.2200288
tweet441,0,0.064356506
tweet442,0,-0.64740735
tweet443,1,1.7603073
tweet444,0,0.18057957
tweet445,1,1.917504
tweet446,1,2.995214
tweet447,0,0.10950015
tweet448,1,0.8728255
tweet449,1,2.0729377
tweet450,1,0.7811371
tweet451,0,0.15551886
tweet452,0,0.5596034
tweet453,0,0.32639664
tweet454,0,0.22127238
tweet455,0,0.5108252
tweet456,0,-0.104670785
tweet457,0,0.37401664
tweet458,1,1.378144
tweet459,0,0.4900519
tweet460,0,-0.044936545
tweet461,0,0.235575
tweet462,0,0.29238957
tweet463,0,0.3682993
tweet464,0,0.008480227
tweet465,1,1.2636681
tweet466,1,1.4225514
tweet467,0,-0.2170713
tweet468,0,0.26182628
tweet469,1,1.5100093
tweet470,0,0.13164183
tweet471,0,0.23004799
tweet472,0,-0.03128522
tweet473,0,-0.16350368
tweet474,0,0.17619173
tweet475,0,0.41943392
tweet476,1,2.220131
tweet477,0,0.24835965
tweet478,1,0.591653
tweet479,0,0.63245606
tweet480,0,0.23305023
tweet481,0,-0.37629884
tweet482,1,1.6301003
tweet483,0,0.4887479
tweet484,1,1.780554
tweet485,1,0.810748
tweet486,1,0.64678603
tweet487,0,-0.08101325
tweet488,1,2.442671
tweet489,0,-0.332588
tweet490,0,-0.27926308
tweet491,0,0.04778196
tweet492,1,2.2788806
tweet493,0,0.023115521
tweet494,0,0.8510076
tweet495,0,0.38049522
tweet496,0,0.03216073
tweet497,0,0.69790965
tweet498,1,2.1341958
tweet499,0,0.45654583
tweet500,0,-0.053229522
tweet501,0,0.07910148
tweet502,0,1.4028264
tweet503,1,2.6460426
tweet504,1,2.7226899
tweet505,0,0.44133148
tweet506,0,0.07287906
tweet507,0,0.10988198
tweet508,0,-0.06839673
tweet509,1,2.3812766
tweet510,0,0.66584694
tweet511,1,2.190387
tweet512,1,0.7424946
tweet513,1,3.0969598
tweet514,1,1.439762
tweet515,0,-0.08983413
tweet516,0,-0.054897863
tweet517,0,0.14868815
tweet518,0,0.42762804
tweet519,0,-0.0029185533
tweet520,0,0.46634284
tweet521,0,0.11607225
tweet522,1,1.7767462
tweet523,1,1.4987084
tweet524,0,0.7525109
tweet525,0,0.019100528
tweet526,0,0.24575858
tweet527,0,0.14529915
tweet528,1,2.299006
tweet529,0,0.22346273
tweet530,0,0.07092235
tweet531,1,1.7234516
tweet532,0,-0.05884093
tweet533,0,-0.04459873
tweet534,1,1.934795
tweet535,0,-0.059921194
tweet536,1,2.1417875
tweet537,0,-0.12266479
tweet538,0,0.11412305
tweet539,0,-0.16622671
tweet540,1,1.6801531
tweet541,1,1.3843975
tweet542,0,0.26388723
tweet543,0,0.48186523
tweet544,1,2.3034434
tweet545,0,0.5253782
tweet546,0,0.41985506
tweet547,0,0.22010148
tweet548,1,1.5061917
tweet549,1,1.5903734
tweet550,0,0.36399645
tweet551,1,1.5157063
tweet552,0,-0.03354845
tweet553,1,2.4545772
tweet554,1,0.96090126
tweet555,0,-0.04198613
tweet556,1,1.2946396
tweet557,1,1.2110015
tweet558,1,2.0957303
tweet559,0,0.021758165
tweet560,0,0.50655556
tweet561,0,0.1843163
tweet562,1,1.2736902
tweet563,0,0.3657176
tweet564,0,-0.025416803
tweet565,1,1.9398601
tweet566,1,0.8641385
tweet567,0,0.015637886
tweet568,0,0.21377175
tweet569,0,-0.13283585
tweet570,0,0.64486825
tweet571,1,0.7388767
tweet572,0,0.1224257
tweet573,1,2.324182
tweet574,0,0.74137276
tweet575,0,0.3790709
tweet576,1,2.4242897
tweet577,0,0.16282651
tweet578,0,0.5738818
tweet579,1,2.6073523
tweet580,0,0.81028605
tweet581,0,0.5013561
tweet582,0,-0.29503256
tweet583,0,-0.054914586
tweet584,0,0.05592646
tweet585,0,0.98874676
tweet586,0,0.025940066
tweet587,0,0.09689359
tweet588,0,0.67497945
tweet589,1,2.4384391
tweet590,1,1.4569486
tweet591,1,1.0933665
tweet592,0,-0.29936263
tweet593,1,2.1931198
tweet594,0,0.1363906
tweet595,0,0.0205783
tweet596,0,0.54301137
tweet597,1,2.407985
tweet598,0,-0.13398659
tweet599,1,1.8442469
tweet600,0,-0.083974645
tweet601,0,0.19681895
tweet602,0,-0.04797317
tweet603,0,-0.08990045
tweet604,1,2.1534786
tweet605,0,-0.32212973
tweet606,0,0.25822562
tweet607,1,1.1555824
tweet608,0,0.2715803
tweet609,0,0.6308826
tweet610,0,0.031458557
tweet611,1,2.2802494
tweet612,1,2.1312315
tweet613,1,1.986779
tweet614,0,-0.6445674
tweet615,0,0.13358971
tweet616,0,0.28860977
tweet617,1,2.0263453
tweet618,0,0.16819103
tweet619,0,-0.100210354
tweet620,0,0.72543156
tweet621,0,0.5767455
tweet622,0,0.061376415
tweet623,0,0.119382426
tweet624,1,1.8094937
tweet625,0,0.6212169
tweet626,0,-0.07097849
tweet627,1,2.1897902
tweet628,0,0.0041689305
tweet629,1,1.2842591
tweet630,1,2.0148969
tweet631,0,0.08899681
tweet632,1,2.413988
tweet633,0,0.42200956
tweet634,0,0.64012134
tweet635,1,1.6333475
tweet636,1,0.80591595
tweet637,0,-0.100458935
tweet638,1,1.7106504
tweet639,1,1.1778371
tweet640,0,-0.07326651
tweet641,0,0.4547906
tweet642,1,2.1182718
tweet643,0,0.46002692
tweet644,1,1.4000429
tweet645,1,1.8933823
tweet646,0,0.34926468
tweet647,0,0.64983946
tweet648,0,0.20564035
tweet649,0,0.17971583
tweet650,0,0.092509545
tweet651,1,1.8935766
tweet652,0,0.095650956
tweet653,1,1.1386858
tweet654,1,1.3162699
tweet655,1,1.4320607
tweet656,0,0.88602114
tweet657,1,1.8555492
tweet658,1,0.6760144
tweet659,1,1.6803129
tweet660,0,0.44681254
tweet661,0,-0.13229282
tweet662,1,2.0262535
tweet663,1,1.0331757
tweet664,0,0.18755598
tweet665,1,1.6091154
tweet666,0,-0.14766839
tweet667,0,0.124762416
tweet668,1,1.6310637
tweet669,0,0.18885478
tweet670,1,1.3218193
tweet671,1,1.7092358
tweet672,0,0.67316616
tweet673,1,0.9650801
tweet674,0,-0.12196691
tweet675,0,-0.09468244
tweet676,1,1.1905973
tweet677,1,2.019774
tweet678,0,0.16815871
tweet679,1,2.1164715
tweet680,0,0.24719076
tweet681,1,1.9212029
tweet682,0,0.03880825
tweet683,0,-0.10788433
tweet684,0,0.18528292
tweet685,0,0.1824055
tweet686,1,2.2329032
tweet687,1,1.6411266
tweet688,0,-0.033951186
tweet689,1,2.3614569
tweet690,1,1.6957585
tweet691,0,0.3515997
tweet692,0,0.046723176
tweet693,1,1.6023985
tweet694,1,2.218076
tweet695,0,-0.19375227
tweet696,0,0.17942421
tweet697,1,1.219916
tweet698,0,0.8816372
tweet699,1,1.8638031
tweet700,0,0.22890921
tweet701,1,1.5354238
tweet702,0,-0.15516765
tweet703,0,-0.48363775
tweet704,0,-0.07430796
tweet705,0,0.4630685
tweet706,0,0.43575248
tweet707,0,0.9753276
tweet708,0,-0.047092497
tweet709,0,0.10497856
tweet710,0,0.45304537
tweet711,1,2.089039
tweet712,0,0.27884746
tweet713,1,1.5135334
tweet714,1,2.1657138
tweet715,0,-0.04244711
tweet716,1,2.1725354
tweet717,0,-0.056831352
tweet718,0,0.019788504
tweet719,0,-0.15852228
tweet720,1,1.3185825
tweet721,1,1.0658727
tweet722,1,2.0395672
tweet723,0,0.03098822
tweet724,1,2.0205402
tweet725,0,0.2889873
tweet726,0,0.44327083
tweet727,1,2.6201863
tweet728,0,-0.26686487
tweet729,1,1.9026676
tweet730,1,1.1627767
tweet731,0,-0.03888284
tweet732,1,1.2428713
tweet733,1,1.4453377
tweet734,0,-0.07390567
tweet735,1,1.8325331
tweet736,0,0.013427397
tweet737,0,0.6616703
tweet738,0,0.11344361
tweet739,1,2.0242553
tweet740,0,0.8773176
tweet741,0,0.045073893
tweet742,1,1.8242874
tweet743,0,0.119189814
tweet744,1,2.2592294
tweet745,0,-0.23701072
tweet746,1,2.126947
tweet747,0,0.1843855
tweet748,0,0.25492492
tweet749,0,0.48468274
tweet750,0,0.21747994
tweet751,0,0.10729997
tweet752,1,1.9235243
tweet753,1,1.5652233
tweet754,0,0.34913215
tweet755,0,0.13573518
tweet756,1,1.9326601
tweet757,1,1.2578437
tweet758,1,2.2139292
tweet759,0,0.10003628
tweet760,0,1.4599726
tweet761,0,0.6329266
tweet762,0,0.3240435
tweet763,0,-0.08001077
tweet764,0,-0.3125039
tweet765,1,1.1604515
tweet766,0,0.22528878
tweet767,1,0.8799303
tweet768,0,-0.16637282
tweet769,0,0.25239927
tweet770,1,0.98669976
tweet771,0,0.75641143
tweet772,0,0.50334525
tweet773,0,0.04954057
tweet774,0,0.047353506
tweet775,1,1.7326057
tweet776,1,1.7867277
tweet777,0,0.74098486
tweet778,0,-0.14063528
tweet779,0,0.06678513
tweet780,1,1.3977855
tweet781,0,0.740054
tweet782,1,1.8705566
tweet783,0,0.08016412
tweet784,0,0.75502443
tweet785,1,2.0968533
tweet786,1,1.734458
tweet787,0,0.1110311
tweet788,0,0.07654983
tweet789,1,1.0825045
tweet790,0,-0.034725077
tweet791,0,0.022157058
tweet792,1,1.6880993
tweet793,1,1.8786087
tweet794,0,0.08678454
tweet795,1,2.1121588
tweet796,0,-0.18690577
tweet797,1,2.4768174
tweet798,0,0.2390689
tweet799,1,2.1784718
tweet800,1,2.4554088
tweet801,0,0.66700184
tweet802,1,1.9452822
tweet803,1,2.1599526
tweet804,1,2.301692
tweet805,0,0.18366988
tweet806,0,1.8740757
tweet807,0,0.10822328
tweet808,1,0.9592823
tweet809,0,-0.019896936
tweet810,1,1.239485
tweet811,0,0.6138484
tweet812,1,2.0331323
tweet813,0,0.09680036
tweet814,0,0.1383637
tweet815,0,-0.28030914
tweet816,1,1.630634
tweet817,0,0.113844976
tweet818,0,0.42431244
tweet819,0,0.07336237
tweet820,0,0.38867864
tweet821,1,1.001277
tweet822,1,1.3750458
tweet823,1,2.237071
tweet824,1,1.1128122
tweet825,0,0.5686551
tweet826,0,1.0080363
tweet827,1,1.699797
tweet828,1,1.7366512
tweet829,1,1.0391515
tweet830,1,1.9035794
tweet831,1,2.0394166
tweet832,1,1.7854159
tweet833,0,0.3307529
tweet834,1,2.8442578
tweet835,1,2.2899785
tweet836,1,1.5966376
tweet837,0,-0.44554797
tweet838,0,0.36288258
tweet839,0,0.50495756
tweet840,0,0.014498425
tweet841,1,1.4388646
tweet842,0,0.09432199
tweet843,0,-0.023311859
tweet844,0,0.10075655
tweet845,0,0.73081094
tweet846,0,0.31525806
tweet847,0,-0.3848358
tweet848,1,1.5191281
tweet849,0,0.9368658
tweet850,0,0.42061883
tweet851,0,0.059877705
tweet852,1,0.8269488
tweet853,0,0.5958889
tweet854,0,-0.17968142
tweet855,0,0.45137277
tweet856,0,0.59499645
tweet857,0,0.08467028
tweet858,1,0.8611881
tweet859,1,1.0662693
tweet860,0,0.27250966
tweet861,0,0.30976015
tweet862,0,-0.18103763
tweet863,1,2.09163
tweet864,0,-0.11716519
tweet865,1,2.2072668
tweet866,1,2.444386
tweet867,0,-0.033263713
tweet868,0,-0.06989038
tweet869,0,0.08107288
tweet870,1,0.5714232
tweet871,0,0.10627899
tweet872,0,0.90751916
tweet873,1,1.3343607
tweet874,1,2.179247
tweet875,1,2.2407784
tweet876,0,-0.008296805
tweet877,1,1.0660726
tweet878,1,1.1934408
tweet879,0,0.7993379
tweet880,1,1.600592
tweet881,1,1.4475591
tweet882,1,1.4556463
tweet883,1,2.2782116
tweet884,1,1.6442732
tweet885,1,1.0718122
tweet886,0,0.32925576
tweet887,0,-0.058481406
tweet888,0,0.67024785
tweet889,0,0.22125535
tweet890,0,0.30447617
tweet891,1,0.8995209
tweet892,1,1.3531016
tweet893,1,0.9182884
tweet894,0,0.02571455
tweet895,1,0.6270634
tweet896,0,0.7011003
tweet897,0,0.27400374
tweet898,0,0.32418364
tweet899,1,2.0215216
tweet900,0,0.32644975
tweet901,0,-0.0409557
tweet902,1,1.7884305
tweet903,0,0.2102608
tweet904,1,0.68350685
tweet905,1,2.2365506
tweet906,0,0.39393395
tweet907,1,1.2616255
tweet908,0,-0.0012165963
tweet909,1,0.88221884
tweet910,1,2.7542117
tweet911,0,0.22007151
tweet912,0,-0.2796579
tweet913,0,0.043421287
tweet914,0,0.42606717
tweet915,1,2.373679
tweet916,0,-0.086197264
tweet917,0,-0.07915094
tweet918,1,2.0854287
tweet919,0,0.0050697266
tweet920,0,0.06839608
tweet921,1,1.0171463
tweet922,0,0.11164051
tweet923,1,1.930788
tweet924,0,-0.04720038
tweet925,1,1.9388115
tweet926,0,0.5801496
tweet927,1,2.2822926
tweet928,1,1.8707565
tweet929,1,1.2351112
tweet930,1,1.3096806
tweet931,0,0.110341206
tweet932,1,0.8851925
tweet933,0,0.06694062
tweet934,0,-0.29872566
tweet935,0,0.65804595
tweet936,0,0.029670555
tweet937,0,0.8346238
tweet938,0,-0.025716906
tweet939,0,0.17198393
tweet940,0,0.36628887
tweet941,1,1.1537297
tweet942,0,-0.063202746
tweet943,0,0.5351181
tweet944,0,0.022382822
tweet945,1,0.75692147
tweet946,0,-0.18068011
tweet947,0,0.58273935
tweet948,1,1.4881905
tweet949,0,0.079500206
tweet950,1,2.1046062
tweet951,0,0.030619975
tweet952,0,0.034288876
tweet953,0,-0.10671675
tweet954,1,0.6569055
tweet955,1,1.2937258
tweet956,0,0.013959709
tweet957,0,-0.11404701
tweet958,0,-0.18554276
tweet959,0,-0.131309
tweet960,1,0.90463525
tweet961,1,2.3625646
tweet962,0,0.06609447
tweet963,1,1.94983
tweet964,0,-0.14771314
tweet965,1,1.0335186
tweet966,1,1.8410422
tweet967,1,1.2783369
tweet968,0,0.32968336
tweet969,0,0.43876418
tweet970,1,1.3801184
tweet971,0,-0.047832996
tweet972,1,2.000354
tweet973,0,0.11032625
tweet974,0,0.014363724
tweet975,0,0.6535518
tweet976,0,0.75572455
tweet977,0,0.5867694
tweet978,0,0.24372673
tweet979,0,0.7690711
tweet980,1,1.3467335
tweet981,0,-0.10300205
tweet982,0,0.25826165
tweet983,0,-0.14319675
tweet984,1,2.279198
tweet985,0,-0.3042994
tweet986,0,0.11070384
tweet987,1,2.0819476
tweet988,0,0.15529947
tweet989,0,0.82667047
tweet990,1,1.7646058
tweet991,1,1.123091
tweet992,1,1.9584681
tweet993,0,0.20802812
tweet994,1,2.0445306
tweet995,0,0.5241844
tweet996,0,0.6362778
tweet997,1,1.318729
tweet998,0,0.59413624
tweet999,0,0.40316787
tweet1000,0,0.6503163
tweet1001,0,0.27491707
tweet1002,1,1.899489
tweet1003,1,0.8555806
tweet1004,0,0.9394808
tweet1005,1,1.1936791
tweet1006,0,-0.076016605
tweet1007,1,1.9215174
tweet1008,0,-0.04654256
tweet1009,0,0.0031092346
tweet1010,1,0.8443451
tweet1011,0,-0.06276217
tweet1012,1,1.9052811
tweet1013,0,0.07134871
tweet1014,1,1.2719578
tweet1015,1,2.0446303
tweet1016,0,0.095117874
tweet1017,0,0.43926567
tweet1018,1,2.2468076
tweet1019,0,-0.007449764
tweet1020,0,0.13245717
tweet1021,1,1.4163487
tweet1022,0,0.34632522
tweet1023,0,0.3069318
tweet1024,0,-0.014007765
tweet1025,1,1.3651925
tweet1026,1,1.566894
tweet1027,1,2.0810184
tweet1028,0,0.12131941
tweet1029,1,1.4307203
tweet1030,0,-0.048020594
tweet1031,0,0.064396106
tweet1032,1,1.8941879
tweet1033,0,0.3589917
tweet1034,0,-0.04059973
tweet1035,0,-0.029083317
tweet1036,0,0.71350574
tweet1037,0,0.7578152
tweet1038,0,0.29870945
tweet1039,1,1.0092151
tweet1040,0,-0.056738973
tweet1041,1,1.7273748
tweet1042,0,-0.09500486
tweet1043,0,0.063860804
tweet1044,1,1.3147736
tweet1045,0,0.30327526
tweet1046,0,-0.335687
tweet1047,0,0.37462094
tweet1048,1,2.1261394
tweet1049,0,0.0070182336
tweet1050,1,2.2919445
tweet1051,1,1.9995108
tweet1052,0,0.0107366
tweet1053,1,1.7458853
tweet1054,1,2.3300323
tweet1055,0,-0.050707124
tweet1056,0,0.5242096
tweet1057,0,0.11561348
tweet1058,1,2.6358542
tweet1059,1,1.9656837
tweet1060,1,1.4140047
tweet1061,0,0.1681976
tweet1062,1,1.2814467
tweet1063,0,0.5504152
